date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2023-05-10,88,97,96,45,99,90,64,100,30090,31860,1770,6420,21900,1770,184,94,150,15780,2023-05-09T22:31:00.000+01:00,2023-05-10T07:22:00.000+01:00,74.28,67.0,14,0.01,0.13,17.25,76,44,95,43,96,96,162,2423,3254,2549,47880,28680,9420,420,0,0,1.25,1,85,92,100,92,99,100,71,89,35
2023-05-11,66,51,78,27,100,95,59,77,17850,18360,510,4680,12120,1050,135,97,0,8940,2023-05-11T01:16:02.000+01:00,2023-05-11T06:22:02.000+01:00,69.36,65.0,16,0.24,0.27,16.875,72,51,60,43,96,91,291,2567,6028,5109,43380,28800,12960,1260,0,0,1.34375,3,76,37,87,86,99,85,89,88,34
2023-05-13,82,88,99,39,97,82,70,82,26280,28500,2220,8610,16140,1530,128,92,270,13980,2023-05-12T23:41:24.000+01:00,2023-05-13T07:36:24.000+01:00,67.53,63.0,19,-0.23,0.13,16.625,60,46,78,25,71,46,247,2512,5140,4347,46560,27240,11460,1140,0,0,1.3125,2,86,77,80,None,94,97,100,88,76
2023-05-14,88,97,98,96,96,86,91,26,30060,33060,3000,7710,17940,4410,196,91,1050,16110,2023-05-14T00:57:01.000+01:00,2023-05-14T10:08:01.000+01:00,70.6,64.0,23,-0.33,-0.09,17.375,78,99,95,25,71,100,1942,4247,10419,32844,18300,38460,8700,19860,0,1080,2.1875,1,90,92,83,82,95,94,96,91,95
2023-05-15,87,96,98,39,95,82,86,88,29040,32400,3360,7350,20160,1530,237,90,600,16950,2023-05-14T22:39:02.000+01:00,2023-05-15T07:39:02.000+01:00,71.11,65.0,16,0.0,-0.1,16.75,69,60,95,25,40,100,161,2411,3347,2418,40800,34680,10680,240,0,0,1.25,1,75,89,84,29,43,100,88,89,75
2023-05-17,87,92,99,72,86,75,91,91,27270,31800,4530,8340,16080,2850,278,86,1050,16710,2023-05-16T22:38:00.000+01:00,2023-05-17T07:28:00.000+01:00,70.92,65.0,19,0.29,0.26,16.625,67,52,95,25,40,98,219,2506,4500,3531,44100,29580,12300,420,0,0,1.3125,1,85,89,84,96,55,80,88,90,93
2023-05-18,86,98,100,30,95,84,70,94,30660,34140,3480,11040,18450,1170,268,90,240,17340,2023-05-17T22:20:57.000+01:00,2023-05-18T07:49:57.000+01:00,67.35,62.0,20,0.01,0.22,16.125,68,61,95,25,40,96,312,2580,6210,5631,40140,30720,15120,420,0,0,1.34375,1,88,87,89,87,61,100,100,92,93
2023-05-19,82,91,58,75,83,74,91,79,27000,31860,4860,3510,20490,3000,227,85,1050,17130,2023-05-18T22:55:59.000+01:00,2023-05-19T07:46:59.000+01:00,70.06,62.0,21,0.1,0.18,16.625,66,58,100,25,40,80,216,2466,4280,3753,40620,26340,10560,600,0,8280,1.28125,0,85,77,86,100,69,96,100,93,65
2023-05-21,79,67,95,96,86,92,97,41,21510,25140,3630,6000,10350,5160,157,86,960,12180,2023-05-21T01:32:30.000+01:00,2023-05-21T08:31:30.000+01:00,70.25,66.0,20,-0.12,0.07,17.0,73,90,100,25,40,97,1090,3411,6418,18129,25920,34380,15360,9300,0,1440,1.75,0,77,70,73,87,75,100,77,93,60
2023-05-22,93,97,99,98,99,88,75,87,30030,31920,1890,8550,14610,6870,284,94,360,16080,2023-05-21T22:57:03.000+01:00,2023-05-22T07:49:03.000+01:00,69.83,64.0,24,0.39,0.21,16.875,76,62,100,43,71,98,454,2737,10411,7776,38460,32220,11700,4020,0,0,1.40625,0,81,100,77,63,49,71,94,96,80
2023-05-23,79,89,100,21,95,88,48,86,26550,29460,2910,9300,16440,810,234,90,2040,15600,2023-05-22T23:06:01.000+01:00,2023-05-23T07:17:01.000+01:00,68.63,62.0,18,-0.18,0.14,16.375,82,74,95,60,96,100,894,3229,7820,13150,33600,29280,14520,780,3480,4740,1.6875,1,80,70,75,80,45,99,100,94,81
2023-05-24,94,96,99,93,96,91,86,94,29040,31800,2760,8370,16950,3720,210,91,630,16560,2023-05-23T22:33:52.000+01:00,2023-05-24T07:23:52.000+01:00,71.32,66.0,17,0.25,0.19,16.625,76,57,95,60,96,100,313,2588,6695,5256,41580,33480,8940,2400,0,0,1.34375,1,76,100,79,16,35,83,76,92,100
2023-05-25,90,98,99,71,99,82,67,100,30510,32520,2010,8550,19140,2820,294,94,180,16050,2023-05-24T22:26:03.000+01:00,2023-05-25T07:28:03.000+01:00,67.45,62.0,17,0.16,0.22,16.125,75,74,78,60,100,100,445,2716,8626,7513,33360,34320,11820,3000,300,3600,1.40625,2,87,97,84,84,42,91,100,90,100
2023-05-26,83,97,98,34,88,69,75,93,29970,34260,4290,7860,20760,1350,290,87,390,16650,2023-05-25T22:34:59.000+01:00,2023-05-26T08:05:59.000+01:00,70.04,65.0,14,0.22,0.3,16.375,76,88,100,60,100,98,211,2444,4174,3549,25740,34980,9900,840,0,14940,1.25,0,82,79,88,82,44,86,83,86,100
2023-05-28,87,100,99,33,100,92,72,78,33120,34020,900,8040,23760,1320,245,97,330,16980,2023-05-27T23:00:29.000+01:00,2023-05-28T08:27:29.000+01:00,66.79,62.0,19,0.24,0.32,16.5,86,77,100,60,100,96,662,2950,15133,11806,31620,36300,12240,6180,60,0,1.53125,0,90,90,98,None,63,84,100,86,100
2023-05-29,82,73,96,62,96,85,81,100,22860,25140,2280,6450,13950,2460,218,91,1290,12840,2023-05-28T23:04:31.000+01:00,2023-05-29T06:03:31.000+01:00,65.16,60.0,21,0.12,0.23,15.625,81,45,95,60,100,97,574,2876,8201,8882,47400,25500,10380,1500,1620,0,1.5,1,79,77,86,75,54,95,97,88,51
2023-05-30,92,96,92,97,100,97,70,79,28680,30060,1380,5490,17070,6120,209,95,270,14700,2023-05-29T23:35:30.000+01:00,2023-05-30T07:56:30.000+01:00,64.44,61.0,23,-0.2,0.08,16.375,75,58,78,43,96,97,364,2654,7434,6175,41340,31440,11400,2160,60,0,1.375,2,84,100,86,39,50,98,100,91,100
2023-06-01,87,100,100,42,76,73,89,100,33330,40440,7110,9450,22200,1680,354,82,1140,22560,2023-05-31T20:37:30.000+01:00,2023-06-01T07:51:30.000+01:00,73.95,69.0,17,0.05,0.08,17.375,85,70,100,60,96,99,856,3135,7696,13153,35040,35160,11340,1800,3060,0,1.625,0,83,90,91,100,66,100,47,89,100
2023-06-02,91,96,100,58,97,85,91,100,29130,31560,2430,9000,17790,2340,238,92,1050,15960,2023-06-01T22:30:34.000+01:00,2023-06-02T07:16:34.000+01:00,72.44,66.0,13,0.98,0.63,17.0,83,57,95,60,100,98,385,2689,8987,6558,40740,29940,12780,2940,0,0,1.40625,1,66,100,92,16,53,22,73,81,87
2023-06-03,74,98,99,31,67,72,21,73,30330,38820,8490,8580,20520,1230,283,78,2820,21750,2023-06-02T21:49:31.000+01:00,2023-06-03T08:36:31.000+01:00,75.01,68.0,19,0.2,0.6,17.5,92,95,100,78,100,98,450,2700,9884,7825,22560,39660,15720,3060,0,5400,1.375,0,74,57,95,82,56,88,56,84,83
2023-06-04,91,98,99,96,95,90,56,83,30600,33900,3300,8130,17160,5310,156,90,1830,17730,2023-06-03T22:36:31.000+01:00,2023-06-04T08:01:31.000+01:00,73.87,67.0,16,0.55,0.62,17.25,90,98,100,78,100,100,1654,3928,4507,27769,18900,41100,9960,15900,0,540,2.0,0,76,100,97,97,58,58,66,79,91
2023-06-05,90,100,96,65,96,84,70,94,30720,33120,2400,6150,22380,2190,262,93,240,16740,2023-06-04T22:21:00.000+01:00,2023-06-05T07:33:00.000+01:00,74.97,71.0,19,-0.01,0.37,17.375,82,58,100,78,100,100,854,3107,6557,12808,40680,31800,9420,960,3540,0,1.59375,0,72,97,100,43,22,100,34,82,100
2023-06-06,91,97,97,95,96,78,72,94,29610,32400,2790,6720,18690,4200,297,91,330,16530,2023-06-05T22:35:31.000+01:00,2023-06-06T07:35:31.000+01:00,69.75,65.0,24,-0.13,0.17,17.375,82,80,95,78,100,100,120,2355,2389,1639,31320,31560,7140,240,0,16140,1.21875,1,76,99,100,15,15,100,84,88,89
2023-06-07,89,95,99,96,81,83,83,77,27960,33360,5400,8190,15180,4590,144,84,570,18000,2023-06-06T22:45:00.000+01:00,2023-06-07T08:01:00.000+01:00,69.91,61.0,20,0.21,0.16,16.625,91,58,95,95,100,100,963,3249,7718,14553,41580,29340,10740,720,4020,0,1.6875,1,86,94,98,100,31,87,100,89,69
2023-06-08,78,74,97,27,86,82,91,100,23040,26940,3900,6990,14970,1080,188,86,1080,13890,2023-06-07T22:23:59.000+01:00,2023-06-08T05:52:59.000+01:00,73.97,68.0,14,0.3,0.32,16.375,90,45,100,95,100,100,503,2907,10583,8406,47940,20580,13620,4140,120,0,1.53125,0,61,66,87,1,21,79,59,85,59
2023-06-09,71,64,59,55,93,76,72,91,20880,23520,2640,3600,15090,2190,158,89,300,11580,2023-06-09T00:03:59.000+01:00,2023-06-09T06:35:59.000+01:00,85.35,79.0,11,0.17,0.38,17.25,90,65,60,100,100,100,507,2799,7490,9150,37800,30360,12660,4500,0,1080,1.4375,3,57,49,73,100,39,91,1,71,59
2023-06-10,93,100,97,95,100,85,67,93,33780,35520,1740,6840,22680,4260,259,95,180,17730,2023-06-09T22:17:58.000+01:00,2023-06-10T08:09:58.000+01:00,70.55,64.0,24,-0.2,0.2,17.125,93,78,100,100,100,100,496,2769,10682,8871,32220,35580,15120,3480,0,0,1.4375,0,83,100,82,77,40,98,94,82,85
2023-06-11,91,99,95,96,97,63,86,99,31530,34200,2670,5760,21390,4380,347,92,630,17100,2023-06-10T22:14:59.000+01:00,2023-06-11T07:44:59.000+01:00,70.22,63.0,22,0.1,0.26,16.625,90,90,100,95,100,98,425,2662,8239,7685,24660,39420,17640,1380,120,3180,1.375,0,85,99,87,85,43,96,100,86,77
2023-06-12,90,96,77,74,96,85,97,88,28680,31680,3000,4620,21120,2940,205,91,930,16710,2023-06-11T22:44:32.000+01:00,2023-06-12T07:32:32.000+01:00,70.92,67.0,19,0.04,0.23,17.625,84,65,95,95,100,100,1186,3471,8679,17749,38400,31860,10320,480,5340,0,1.78125,1,84,96,86,94,49,100,69,86,100
2023-06-13,79,73,97,63,98,81,59,100,22860,24480,1620,7230,13140,2490,180,93,0,12540,2023-06-12T23:03:30.000+01:00,2023-06-13T05:51:30.000+01:00,72.83,68.0,14,-0.25,-0.04,17.125,73,25,60,100,100,100,309,2676,6692,5136,56280,13920,14520,1380,0,300,1.40625,3,61,68,77,1,36,97,62,79,54
2023-06-14,63,62,80,18,100,76,78,25,20370,21480,1110,4800,14880,690,217,95,420,10620,2023-06-14T02:31:33.000+01:00,2023-06-14T08:29:33.000+01:00,74.87,70.0,13,-0.05,-0.01,16.625,95,70,100,100,100,98,307,2584,5996,5298,35880,35040,14820,660,0,0,1.34375,0,54,29,66,70,42,100,46,72,26
2023-06-16,92,97,96,97,99,83,86,78,29520,31560,2040,6660,17220,5640,263,94,630,15960,2023-06-15T23:16:59.000+01:00,2023-06-16T08:02:59.000+01:00,69.14,63.0,22,0.27,0.31,16.625,93,90,95,95,71,95,202,2299,4109,3683,16140,62640,6360,1200,0,60,1.125,1,82,100,68,None,56,82,100,82,74
2023-07-12,67,60,95,65,81,71,43,65,19860,23681,3821,5820,11460,2580,181,84,2130,12720,2023-07-12T00:36:01.000+01:00,2023-07-12T07:10:42.000+01:00,68.1,62.0,23,-1.04,None,16.75,46,65,95,1,1,13,219,2466,4399,3638,37740,37020,10860,780,0,0,1.25,1,68,27,None,100,72,67,100,None,48
2023-07-13,86,98,98,46,90,71,78,100,30270,34345,4075,7410,21000,1860,261,88,450,16560,2023-07-12T22:05:59.000+01:00,2023-07-13T07:38:24.000+01:00,69.32,63.0,19,0.63,0.0,16.875,46,54,100,1,1,19,193,2471,3778,3148,43320,32100,10500,480,0,0,1.25,0,75,99,None,92,85,54,88,None,67
2023-07-14,75,78,70,24,67,78,94,100,23850,30540,6690,4170,18720,960,201,78,1020,15210,2023-07-13T22:35:57.000+01:00,2023-07-14T07:04:57.000+01:00,71.61,69.0,18,-0.15,0.26,17.0,47,62,95,1,1,24,205,2457,4067,3444,38520,36360,11040,480,0,0,1.25,1,66,65,None,85,85,100,19,None,100
2023-07-15,77,85,74,63,55,64,83,100,25620,35100,9480,4440,18690,2490,234,73,1260,16410,2023-07-14T22:04:02.000+01:00,2023-07-15T07:49:02.000+01:00,73.59,66.0,15,0.51,0.3,16.375,60,89,100,25,1,36,495,2857,10097,8397,25920,28440,24240,1680,0,6120,1.46875,0,68,78,84,90,85,61,88,None,1
2023-07-16,76,60,76,84,95,88,81,81,19770,22020,2250,4560,11850,3360,113,90,480,10620,2023-07-16T00:40:01.000+01:00,2023-07-16T06:47:01.000+01:00,66.86,61.0,17,0.4,0.39,16.875,57,67,95,25,1,40,408,2734,8348,7320,36900,28800,19800,840,60,0,1.40625,1,72,75,67,89,100,72,89,None,12
2023-07-17,84,90,80,86,76,64,89,100,26730,32442,5712,4800,18510,3420,292,82,1140,16260,2023-07-16T22:11:03.000+01:00,2023-07-17T07:11:45.000+01:00,65.32,60.0,29,0.73,0.63,16.625,54,53,100,25,1,39,211,2491,4001,3559,43800,31500,10500,600,0,0,1.28125,0,73,95,86,80,97,45,87,None,57
2023-07-18,83,87,96,63,79,73,89,88,25950,31348,5398,6600,16860,2490,215,83,1110,15240,2023-07-17T23:09:03.000+01:00,2023-07-18T07:51:31.000+01:00,65.78,62.0,26,0.1,0.37,16.625,54,64,78,25,1,37,209,2466,4280,3460,37740,37080,11160,420,0,0,1.25,2,87,91,73,86,85,98,100,86,82
2023-07-19,86,88,96,75,88,75,78,98,26250,30300,4050,6600,16650,3000,136,87,1380,15300,2023-07-18T22:47:02.000+01:00,2023-07-19T07:12:02.000+01:00,67.52,62.0,24,0.21,0.23,16.875,56,67,95,25,1,37,192,2446,3837,3183,36240,31320,9180,780,0,8880,1.25,1,86,98,77,93,86,88,100,88,49
2023-07-20,82,81,96,75,79,65,94,99,24600,29815,5215,6030,15570,3000,239,83,1020,15000,2023-07-19T22:49:34.000+01:00,2023-07-20T07:06:29.000+01:00,68.93,65.0,20,0.62,0.33,16.625,59,95,78,25,1,36,169,2383,3399,2868,23340,29760,7500,600,0,25200,1.21875,2,77,86,76,93,93,54,79,87,91
2023-07-21,79,87,79,74,74,72,51,100,26100,32336,6236,4740,18450,2910,225,81,1950,16170,2023-07-20T22:18:31.000+01:00,2023-07-21T07:17:27.000+01:00,71.33,65.0,22,-0.28,0.18,17.0,57,71,95,25,1,35,194,2393,4083,3344,34500,42360,8700,840,0,0,1.21875,1,84,78,82,98,92,96,80,91,60
2023-07-22,80,93,95,36,62,78,67,99,27390,36240,8850,5940,20040,1410,145,76,210,15030,2023-07-21T22:50:32.000+01:00,2023-07-22T08:54:32.000+01:00,70.34,62.0,17,-0.03,0.01,16.5,53,82,100,1,1,40,363,2649,7129,6331,30000,38100,16980,1320,0,0,1.34375,0,85,82,83,93,90,100,100,86,51
2023-07-23,86,97,96,95,83,72,67,74,29520,34734,5214,6360,19410,3750,139,85,180,16920,2023-07-22T23:07:35.000+01:00,2023-07-23T08:46:29.000+01:00,70.97,65.0,20,0.15,0.0,16.875,55,96,100,1,1,35,100,2248,2247,1692,21780,48060,6360,240,0,9960,1.125,0,88,97,86,89,98,92,79,90,72
2023-07-24,87,100,86,75,79,74,81,88,28080,32640,4560,4830,21300,1950,246,86,1320,15900,2023-07-23T22:21:01.000+01:00,2023-07-24T07:25:01.000+01:00,65.7,60.0,18,0.02,0.08,16.0,44,40,78,1,1,33,158,2443,3138,2467,48180,29100,8760,360,0,0,1.25,2,92,98,97,100,88,100,93,86,100
2023-07-25,82,86,96,62,74,74,94,86,25710,31782,6072,6180,17070,2460,162,81,810,16290,2023-07-24T22:54:04.000+01:00,2023-07-25T07:43:46.000+01:00,66.05,60.0,24,0.14,0.09,16.125,47,54,95,1,1,32,171,2422,3122,2779,43560,34320,7920,540,60,0,1.25,1,85,84,84,79,91,93,96,90,72
2023-07-26,73,88,96,45,79,64,11,89,26340,31681,5341,6660,17880,1800,217,83,3570,16950,2023-07-25T22:38:59.000+01:00,2023-07-26T07:27:00.000+01:00,67.32,63.0,22,-0.25,-0.01,16.25,48,55,95,1,1,32,243,2530,4938,4015,42300,30960,12420,720,0,0,1.3125,1,84,62,89,83,90,96,90,85,86
2023-07-27,72,74,76,54,88,86,54,65,23070,26378,3308,4560,16380,2130,217,87,1890,13710,2023-07-27T00:19:03.000+01:00,2023-07-27T07:38:41.000+01:00,69.7,63.0,17,-0.42,-0.13,16.0,52,74,95,1,1,40,286,2550,5928,4886,34020,30600,11760,1560,0,8460,1.3125,1,77,60,84,82,98,91,90,82,29
2023-07-28,72,74,72,95,55,79,19,100,23010,31500,8490,4290,14670,4050,215,73,2910,15450,2023-07-27T22:25:58.000+01:00,2023-07-28T07:10:58.000+01:00,71.25,64.0,20,-0.5,-0.32,17.0,45,35,95,1,1,36,130,2392,2674,2179,51060,27960,7200,180,0,0,1.25,1,81,60,84,88,92,88,80,87,69
2023-07-29,65,67,57,40,90,71,75,44,21480,24300,2820,3480,16410,1590,160,88,390,11730,2023-07-29T01:35:01.000+01:00,2023-07-29T08:20:01.000+01:00,73.48,65.0,17,-0.02,-0.19,16.75,50,67,95,1,1,36,225,2472,4470,3815,37560,36660,11340,660,0,180,1.25,1,68,43,77,78,87,100,70,80,27
2023-07-30,81,96,80,19,79,77,94,91,28920,34920,6000,4770,23370,780,276,83,990,16110,2023-07-29T22:47:01.000+01:00,2023-07-30T08:29:01.000+01:00,75.36,67.0,19,-0.02,-0.02,17.125,66,74,100,25,40,66,500,2747,8501,8181,32220,37620,13740,1680,1140,0,1.40625,0,75,84,84,88,91,100,50,84,31
2023-07-31,76,75,79,83,93,73,59,71,23370,26337,2967,4710,15360,3300,216,89,30,12690,2023-07-31T00:24:04.000+01:00,2023-07-31T07:43:01.000+01:00,70.65,65.0,21,0.06,0.02,16.625,65,70,100,25,40,62,253,2544,5093,4131,33840,28680,14940,540,0,8400,1.3125,0,75,71,68,65,95,100,71,82,65
2023-08-01,77,72,64,97,86,79,83,67,22680,26252,3572,3840,13440,5400,109,86,1260,12990,2023-08-01T00:27:04.000+01:00,2023-08-01T07:44:36.000+01:00,73.2,65.0,18,0.12,0.08,16.875,61,56,95,25,40,55,239,2537,4643,3920,42300,30300,13380,240,60,120,1.3125,1,72,74,73,91,93,95,71,75,7
2023-08-02,75,66,90,46,96,77,81,91,21210,23224,2014,5400,13980,1830,130,91,480,11640,2023-08-02T00:02:03.000+01:00,2023-08-02T06:29:07.000+01:00,70.97,65.0,15,0.15,0.13,16.375,63,59,95,25,40,64,402,2729,8923,7030,40740,28560,14880,2160,60,0,1.40625,1,72,69,69,82,89,93,71,71,39
2023-08-03,86,94,85,84,83,71,78,91,27570,32340,4770,5070,19140,3360,243,85,1380,16050,2023-08-02T22:48:02.000+01:00,2023-08-03T07:47:02.000+01:00,69.32,65.0,19,0.58,0.33,16.625,64,70,100,25,40,56,239,2503,4687,3880,35940,34980,13320,540,0,1620,1.28125,0,74,98,75,75,99,57,71,78,80
2023-08-04,72,79,72,54,69,76,37,100,24180,30780,6600,4320,17700,2160,160,79,2250,15510,2023-08-03T22:24:00.000+01:00,2023-08-04T06:57:00.000+01:00,68.01,61.0,22,-0.17,0.21,16.625,61,63,95,25,40,48,178,2447,3512,2840,38820,30360,10200,480,0,6540,1.25,1,79,62,64,91,99,99,100,75,64
2023-08-05,52,61,81,31,30,48,1,96,20100,32503,12403,4830,14010,1260,248,62,7650,20130,2023-08-04T21:30:01.000+01:00,2023-08-05T06:31:44.000+01:00,73.73,67.0,17,0.06,0.09,16.625,60,58,100,25,40,42,257,2578,5156,3964,40680,29820,15120,600,0,180,1.3125,0,58,13,63,90,90,100,50,67,31
2023-08-06,87,96,85,95,79,70,89,79,28890,34680,5790,5070,20070,3750,129,83,690,15840,2023-08-05T23:16:01.000+01:00,2023-08-06T08:54:01.000+01:00,71.56,65.0,20,-0.15,0.0,17.0,54,84,100,1,1,43,390,2682,7671,6621,28140,38280,18540,1440,0,0,1.375,0,79,100,76,85,91,100,71,78,40
2023-08-07,86,90,93,84,81,74,72,98,26670,31675,5005,5550,17760,3360,168,84,1470,16230,2023-08-06T22:32:03.000+01:00,2023-08-07T07:19:58.000+01:00,70.49,64.0,22,-0.81,-0.31,17.0,51,63,100,1,1,45,240,2496,4512,3932,39120,35400,10800,960,120,0,1.28125,0,81,98,66,91,96,78,81,78,51
2023-08-08,87,93,86,93,90,76,70,96,27450,31257,3807,5160,18570,3720,161,88,1530,15600,2023-08-07T22:46:03.000+01:00,2023-08-08T07:27:00.000+01:00,69.68,62.0,17,0.41,-0.13,16.625,47,60,78,1,1,38,127,2390,2507,1837,40440,32940,8520,120,0,4380,1.21875,2,80,100,74,85,95,71,100,71,37
2023-08-09,86,93,87,75,93,70,78,96,27480,30960,3480,5220,19260,3000,234,89,420,15480,2023-08-08T22:49:00.000+01:00,2023-08-09T07:25:00.000+01:00,66.8,61.0,24,-0.58,-0.15,16.25,45,33,100,1,1,37,235,2545,4573,3885,52860,21780,11040,720,0,0,1.3125,0,89,97,77,91,86,86,100,86,89
2023-08-10,47,31,61,25,62,74,43,52,11790,14611,2821,3630,7260,900,110,81,2130,8220,2023-08-10T02:26:59.000+01:00,2023-08-10T06:30:30.000+01:00,71.36,66.0,17,-0.1,-0.13,16.5,50,56,95,1,1,48,357,2660,7773,6205,41820,28920,13560,2100,0,0,1.375,1,67,None,59,72,92,100,60,72,35
2023-08-11,64,62,44,80,46,71,67,78,20280,29400,9120,2700,14430,3150,163,69,1590,13530,2023-08-10T23:56:59.000+01:00,2023-08-11T08:06:59.000+01:00,79.31,72.0,16,0.0,-0.09,16.875,52,69,95,1,1,45,217,2520,4176,3424,31080,25440,12660,540,0,16680,1.3125,1,60,42,75,77,96,100,1,79,71
2023-08-12,16,16,11,9,23,8,29,23,7410,12900,5490,510,6630,270,169,57,2460,6450,2023-08-11T19:34:59.000+01:00,2023-08-11T23:09:59.000+01:00,78.91,76.0,13,-0.61,-0.19,16.875,54,88,100,1,1,39,151,2391,3021,2478,26460,23220,9300,180,0,27240,1.25,0,52,0,35,94,91,85,1,69,39
2023-08-14,69,72,95,75,21,40,97,95,22560,41040,18480,5790,13770,3000,135,55,930,24900,2023-08-13T20:13:28.000+01:00,2023-08-14T07:37:28.000+01:00,75.04,67.0,14,0.68,None,16.625,50,68,95,1,1,35,174,2375,3397,2901,36120,40440,9300,480,60,0,1.21875,1,57,55,51,92,90,49,53,64,70
2023-08-15,86,93,68,95,81,72,83,100,27480,32640,5160,4080,19500,3900,197,84,540,15810,2023-08-14T22:31:30.000+01:00,2023-08-15T07:35:30.000+01:00,70.96,65.0,15,0.77,0.8,16.25,50,72,100,1,1,30,237,2459,4689,4050,32880,40380,12840,300,0,0,1.25,0,69,98,60,93,94,42,74,66,82
2023-08-16,81,82,78,62,76,73,97,100,24810,30235,5425,4650,17730,2430,200,82,930,14430,2023-08-15T22:26:34.000+01:00,2023-08-16T06:50:29.000+01:00,71.19,65.0,18,0.05,0.51,16.5,41,39,60,1,1,27,129,2370,2671,2121,50580,28680,6840,300,0,0,1.21875,3,75,85,54,93,92,100,74,64,63
2023-08-17,52,50,43,25,55,38,75,87,17580,24120,6540,2610,13980,990,322,73,1440,12330,2023-08-16T23:59:32.000+01:00,2023-08-17T06:41:32.000+01:00,71.61,68.0,23,-0.16,0.17,16.75,51,76,100,1,1,28,188,2429,3646,3062,32460,35400,9240,720,0,8580,1.25,0,61,12,49,80,85,99,44,67,100
2023-08-18,79,91,61,68,76,71,64,100,27000,32940,5940,3660,20640,2700,137,82,120,15840,2023-08-17T22:23:33.000+01:00,2023-08-18T07:32:33.000+01:00,70.49,66.0,29,-0.85,-0.32,17.125,50,73,100,1,1,25,119,2287,2440,1956,29760,49080,7380,180,0,0,1.15625,0,81,80,71,95,91,77,65,77,99
2023-08-19,83,100,89,95,65,54,64,80,30780,37200,6420,5100,22440,3240,274,83,1650,17550,2023-08-18T22:10:30.000+01:00,2023-08-19T08:30:30.000+01:00,68.67,64.0,21,-0.15,-0.36,16.375,47,64,95,1,1,23,139,2347,2707,2335,37380,40740,8040,240,0,0,1.1875,1,87,90,81,100,89,100,86,73,100
2023-08-20,68,71,62,39,62,80,51,100,22500,29565,7065,3720,17220,1560,191,76,1980,14220,2023-08-19T22:57:33.000+01:00,2023-08-20T07:10:18.000+01:00,70.71,65.0,19,-0.43,-0.34,17.0,49,77,95,1,1,17,55,2244,1076,814,31860,33420,3540,60,0,17520,1.15625,1,73,53,58,93,90,90,76,85,57
2023-08-21,92,96,97,71,95,85,91,100,28620,31920,3300,7170,18660,2790,216,90,720,15390,2023-08-20T22:29:28.000+01:00,2023-08-21T07:21:28.000+01:00,73.93,67.0,14,0.57,0.08,16.625,46,54,100,1,1,19,156,2409,3114,2359,42600,34320,8940,540,0,0,1.21875,0,70,100,81,98,84,58,56,79,68
2023-08-22,84,96,98,60,62,72,81,92,28800,37920,9120,7440,18960,2400,214,76,480,17190,2023-08-21T22:27:31.000+01:00,2023-08-22T08:59:31.000+01:00,66.09,60.0,26,-0.32,0.07,16.625,45,49,95,1,1,19,168,2397,3162,2880,45180,31920,9000,300,0,0,1.21875,1,89,92,77,87,88,94,95,91,100
2023-08-24,43,64,11,42,7,47,75,1,20700,54000,33300,630,18390,1680,245,38,360,16170,2023-08-23T04:06:19.000+01:00,2023-08-23T19:06:19.000+01:00,73.57,63.0,34,0.06,-0.28,16.75,50,82,100,1,1,19,124,2317,2400,1944,30780,37920,7320,300,0,10080,1.1875,0,91,None,78,100,87,100,96,93,100
2023-08-23,46,23,6,37,100,93,75,22,10860,11340,480,330,9030,1500,53,96,360,5670,2023-08-23T04:06:19.000+01:00,2023-08-23T07:15:19.000+01:00,64.2,63.0,40,-1.07,-0.38,16.875,49,76,100,1,1,19,124,2265,2536,2075,12960,66660,6480,300,0,0,1.125,0,77,None,55,83,88,70,96,92,51
2023-08-25,75,93,98,30,27,52,94,100,27480,44940,17460,7710,18600,1170,214,61,1020,22800,2023-08-24T20:24:33.000+01:00,2023-08-25T08:53:33.000+01:00,66.59,61.0,26,0.19,-0.05,16.5,47,61,95,1,1,22,192,2411,3854,3324,39900,36720,9240,540,0,0,1.21875,1,83,70,67,98,83,90,100,97,100
2023-08-26,62,83,85,30,18,39,59,84,25050,48420,23370,5100,18780,1170,276,52,1800,29910,2023-08-25T19:11:32.000+01:00,2023-08-26T08:38:32.000+01:00,74.42,64.0,18,0.1,0.18,16.875,47,60,100,1,1,23,148,2375,2943,2269,40200,37320,8520,360,0,0,1.21875,0,67,38,58,87,89,97,85,97,33
