date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2023-08-27,87,95,96,96,76,70,86,84,27990,34080,6090,6480,17130,4380,162,82,630,17400,2023-08-26T22:39:31.000+01:00,2023-08-27T08:07:31.000+01:00,72.25,63.0,16,0.01,0.13,16.625,51,85,95,1,1,27,235,2444,4622,3871,29580,44340,11760,720,0,0,1.21875,1,81,100,68,90,87,100,95,98,40
2023-08-29,75,95,98,65,58,75,1,89,27840,37800,9960,7650,17640,2550,187,74,6660,22260,2023-08-28T21:08:33.000+01:00,2023-08-29T07:38:33.000+01:00,70.79,64.0,21,0.22,0.24,16.375,48,58,100,1,1,26,172,2425,3706,2546,39660,35040,11340,360,0,0,1.25,0,78,70,75,99,87,87,85,94,57
2023-08-30,60,76,82,49,37,64,1,66,23610,36240,12630,4890,16740,1980,141,65,6030,17730,2023-08-29T23:10:32.000+01:00,2023-08-30T09:14:32.000+01:00,66.72,60.0,25,-0.8,-0.21,17.0,49,57,95,1,1,37,302,2584,6062,5273,43320,30180,11160,1740,0,0,1.34375,1,76,33,69,90,88,78,96,96,89
2023-08-31,42,38,43,52,44,78,16,12,14760,21660,6900,2610,10080,2070,74,68,3150,13500,2023-08-31T02:59:32.000+01:00,2023-08-31T09:00:32.000+01:00,67.13,62.0,27,-0.25,-0.31,15.75,50,64,100,1,1,36,132,2346,2624,2181,27180,27360,6960,540,0,24360,1.21875,0,79,None,61,78,94,97,100,95,62
2023-09-01,21,4,1,1,18,66,70,8,1800,3450,1650,0,1800,0,19,52,240,1260,2023-08-31T19:31:34.000+01:00,2023-08-31T20:29:04.000+01:00,70.17,68.0,34,None,-0.42,18.125,49,59,100,1,1,31,147,2414,3123,2394,41100,21240,9540,60,0,14460,1.25,0,56,0,37,84,53,0,44,99,13
2023-09-02,59,85,98,30,53,54,1,30,25680,35649,9969,7590,16920,1170,146,72,7650,21540,2023-09-01T23:19:36.000+01:00,2023-09-02T09:13:45.000+01:00,67.38,59.0,19,0.05,0.04,16.5,48,58,95,1,1,29,206,2451,4002,3596,41400,34440,10260,300,0,0,1.25,1,66,31,60,78,54,100,91,93,61
2023-09-03,61,66,71,89,72,73,12,25,21240,26700,5460,4230,13470,3540,141,80,3480,14460,2023-09-03T01:27:31.000+01:00,2023-09-03T08:52:31.000+01:00,64.97,59.0,22,-0.11,0.03,16.125,49,65,100,1,1,28,155,2364,2793,2631,37500,41100,7320,420,60,0,1.1875,0,66,37,50,84,54,100,92,96,52
2023-09-04,84,89,95,68,76,84,64,99,26520,32485,5965,5820,18060,2640,173,82,1680,15600,2023-09-03T22:39:30.000+01:00,2023-09-04T07:40:55.000+01:00,72.66,67.0,16,-0.03,0.0,16.75,52,85,100,1,1,27,205,2370,4143,3562,27180,49020,9600,600,0,0,1.1875,0,74,94,65,90,57,100,51,88,78
2023-09-07,79,79,95,63,81,80,70,84,24240,28740,4500,5760,16050,2430,210,84,1560,14010,2023-09-06T23:37:59.000+01:00,2023-09-07T07:36:59.000+01:00,72.27,68.0,15,-0.06,None,16.0,47,62,100,1,1,21,186,2489,3628,2429,38700,35580,11760,360,0,0,1.28125,0,70,82,64,82,55,100,43,74,92
2023-09-08,67,90,57,19,44,32,83,100,26670,39415,12745,3420,22500,750,325,68,570,20190,2023-09-07T20:54:04.000+01:00,2023-09-08T07:50:59.000+01:00,74.08,68.0,18,0.14,0.1,16.5,47,59,100,1,1,21,129,2334,2464,1973,39120,39480,7500,300,0,0,1.1875,0,67,52,72,90,61,93,44,81,71
2023-09-09,73,76,96,70,48,54,70,100,23490,33600,10110,6390,14430,2670,305,70,1530,15330,2023-09-08T22:29:59.000+01:00,2023-09-09T07:49:59.000+01:00,71.16,67.0,18,-0.04,0.08,16.375,45,51,95,1,1,21,169,2419,3423,2759,45480,30900,9540,480,0,0,1.25,1,71,67,64,91,65,100,55,68,98
2023-09-10,27,2,1,2,10,99,89,11,1080,2550,1470,0,1020,60,10,42,1110,1680,2023-09-09T19:42:01.000+01:00,2023-09-09T20:24:31.000+01:00,None,None,None,None,0.02,17.375,49,74,100,1,1,20,204,2424,4234,3581,33720,33960,10260,300,0,8160,1.25,0,57,0,22,81,66,0,0,0,0
2023-09-11,84,85,96,95,74,77,70,98,25410,31246,5836,6120,15270,4020,149,81,1560,15810,2023-09-10T22:39:01.000+01:00,2023-09-11T07:19:47.000+01:00,67.18,63.0,25,-0.79,-0.45,17.0,44,61,78,1,1,16,132,2318,2600,2184,40020,38520,7800,60,0,0,1.1875,2,84,95,73,84,62,79,96,79,100
2023-09-12,72,95,98,44,48,65,1,96,28080,40380,12300,7470,18870,1740,257,70,4890,23700,2023-09-11T20:32:01.000+01:00,2023-09-12T07:45:01.000+01:00,71.21,66.0,19,0.29,-0.19,16.625,48,73,100,1,1,13,120,2278,2431,1969,34080,45540,6720,60,0,0,1.15625,0,74,65,79,88,63,81,66,66,95
2023-09-13,81,89,98,9,99,75,83,97,26400,28080,1680,7560,18480,360,131,94,570,13860,2023-09-12T23:13:57.000+01:00,2023-09-13T07:01:57.000+01:00,69.47,64.0,22,-0.6,-0.22,16.625,49,77,100,1,1,14,137,2335,2597,2218,30240,39060,7140,360,0,9600,1.1875,0,81,88,77,95,64,85,88,85,58
2023-09-14,78,73,82,95,65,71,72,100,22800,29520,6720,4830,14280,3690,206,77,1470,13770,2023-09-13T22:32:00.000+01:00,2023-09-14T06:44:00.000+01:00,67.45,61.0,31,-0.53,-0.34,16.75,46,67,78,1,1,23,259,2510,5132,4513,37200,36420,11760,1020,0,0,1.28125,2,82,80,77,89,63,87,100,90,60
2023-09-15,78,81,81,25,86,83,81,100,24570,28659,4089,4800,18750,1020,221,86,480,13170,2023-09-14T23:14:19.000+01:00,2023-09-15T07:11:58.000+01:00,68.56,62.0,30,-0.72,-0.54,16.875,51,83,100,1,1,24,164,2333,3271,2752,29220,47400,9420,360,0,0,1.1875,0,83,80,83,83,58,81,100,91,77
2023-09-16,82,91,96,24,99,83,59,100,26880,28533,1653,6570,19380,930,210,94,30,13890,2023-09-15T22:58:17.000+01:00,2023-09-16T06:53:50.000+01:00,69.62,63.0,17,0.17,-0.28,16.25,55,99,100,1,1,37,439,2642,8349,8018,19200,46800,15540,1800,0,3060,1.34375,0,83,90,83,97,59,91,96,88,59
2023-09-17,81,100,97,73,60,50,67,91,38640,51300,12660,6900,28920,2820,156,75,1620,27000,2023-09-16T19:46:30.000+01:00,2023-09-17T10:01:30.000+01:00,73.08,65.0,17,0.29,0.08,16.625,55,97,95,1,1,39,162,2301,3129,2655,20700,56580,8460,660,0,0,1.15625,1,86,87,100,88,44,82,76,93,100
2023-09-18,74,82,96,1,72,70,91,86,24810,31080,6270,6390,18420,0,186,80,720,16560,2023-09-17T22:51:29.000+01:00,2023-09-18T07:29:29.000+01:00,71.7,66.0,17,-0.25,0.12,16.375,53,79,100,1,1,43,267,2469,5593,4746,31080,42120,12000,1200,0,0,1.25,0,76,70,80,100,47,97,66,90,78
2023-09-19,64,67,95,9,55,57,62,99,21480,29580,8100,5670,15450,360,186,73,60,15690,2023-09-18T22:39:31.000+01:00,2023-09-19T06:52:31.000+01:00,66.62,61.0,30,-0.36,-0.1,16.875,52,79,95,1,1,37,110,2292,2256,1812,30840,34560,7080,0,0,13920,1.1875,1,74,45,96,88,43,93,100,94,39
2023-09-20,79,79,95,63,62,73,89,100,24150,31615,7465,5640,16080,2430,248,76,690,15570,2023-09-19T22:30:03.000+01:00,2023-09-20T07:16:58.000+01:00,69.04,64.0,23,0.05,-0.1,16.5,47,46,95,1,1,36,166,2416,3221,2604,46260,32100,7320,660,60,0,1.25,1,83,83,97,85,45,100,86,87,100
2023-09-21,52,56,96,3,41,64,14,73,19020,28500,9480,6180,12750,90,107,67,3360,17550,2023-09-20T22:59:02.000+01:00,2023-09-21T06:54:02.000+01:00,67.68,61.0,34,-0.22,-0.06,17.125,48,60,95,1,1,32,127,2325,2428,2125,40380,39300,6360,360,0,0,1.1875,1,68,15,81,77,47,97,100,96,30
2023-09-22,83,92,90,58,90,66,72,100,27180,31020,3840,5310,19590,2280,277,88,300,15180,2023-09-21T22:22:59.000+01:00,2023-09-22T06:59:59.000+01:00,72.53,68.0,13,-0.55,-0.21,16.25,47,53,95,1,1,29,140,2367,2730,2212,43320,35280,7500,300,0,0,1.21875,1,79,93,91,86,52,87,45,83,100
2023-09-23,71,64,68,66,90,62,72,100,20820,23791,2971,4080,14190,2550,215,88,1470,11910,2023-09-22T22:26:03.000+01:00,2023-09-23T05:02:34.000+01:00,77.51,74.0,21,-0.22,-0.27,16.375,48,57,95,1,1,33,280,2581,6104,4741,41220,27120,12360,1320,0,4380,1.34375,1,64,62,69,82,54,98,1,96,76
2023-09-24,75,70,58,96,74,89,75,66,20400,24840,4440,3450,11850,5100,87,82,360,10830,2023-09-24T01:06:02.000+01:00,2023-09-24T08:00:02.000+01:00,71.53,66.0,19,-0.16,-0.19,16.375,55,97,100,1,1,34,233,2387,4402,4095,16020,59160,10560,600,60,0,1.1875,0,77,73,74,74,50,99,68,93,98
2023-09-25,20,26,9,15,18,13,51,1,12060,23193,11133,510,10950,600,186,52,1950,10440,2023-09-24T15:25:01.000+01:00,2023-09-24T21:51:34.000+01:00,80.07,73.0,16,-0.3,-0.14,17.125,47,58,95,1,1,33,202,2417,3815,3633,40680,36780,8520,420,0,0,1.25,1,60,None,51,100,48,95,1,86,70
2023-09-26,56,69,95,28,30,57,1,84,21930,35460,13530,5790,15030,1110,170,62,5910,21660,2023-09-25T21:29:02.000+01:00,2023-09-26T07:20:02.000+01:00,75.35,69.0,17,-0.39,-0.23,16.875,50,68,95,1,1,32,157,2417,2998,2568,32760,20220,8400,420,0,24600,1.25,1,58,25,60,81,47,92,40,86,82
2023-09-29,73,88,71,52,74,69,29,91,26280,32619,6339,4230,20010,2040,166,81,2430,17550,2023-09-28T22:23:31.000+01:00,2023-09-29T07:27:10.000+01:00,69.88,64.0,21,-0.02,None,15.75,50,70,100,1,1,27,184,2390,3549,3102,35400,41280,9000,720,0,0,1.21875,0,69,68,48,75,50,100,91,77,88
2023-09-30,76,90,96,33,79,69,72,57,26760,32160,5400,6390,19080,1290,231,83,330,15240,2023-09-30T00:10:30.000+01:00,2023-09-30T09:06:30.000+01:00,70.12,66.0,16,0.06,0.11,16.5,53,90,100,1,1,28,184,2310,3654,3381,25620,52920,7260,600,0,0,1.15625,0,69,75,48,88,55,100,71,65,100
2023-10-01,69,92,97,63,37,56,1,91,27240,41940,14700,6720,18090,2430,193,65,5880,19830,2023-09-30T21:45:32.000+01:00,2023-10-01T09:24:32.000+01:00,69.31,62.0,19,0.39,0.24,16.25,54,99,100,1,1,27,138,2273,2604,2374,18960,49620,7260,300,60,10200,1.15625,0,75,58,59,97,57,73,100,78,100
2023-10-02,65,61,95,16,72,75,62,78,20100,25080,4980,5880,13560,660,82,80,60,12450,2023-10-02T00:14:31.000+01:00,2023-10-02T07:12:31.000+01:00,67.6,64.0,26,-0.53,0.03,16.625,48,62,78,1,1,37,306,2644,5987,5085,38580,18960,12480,1500,60,14820,1.375,2,70,48,53,93,47,87,90,84,96
2023-10-03,21,2,1,4,1,98,43,11,1050,3661,2611,0,930,120,28,29,2130,2760,2023-10-02T19:27:00.000+01:00,2023-10-02T20:28:01.000+01:00,90.67,90.0,7,None,-0.21,17.125,54,88,100,1,1,36,169,2387,3404,2939,26640,30000,7860,360,60,21480,1.21875,0,31,0,27,67,49,0,1,30,3
2023-10-04,60,88,92,19,22,38,1,100,26220,46797,20577,5430,20010,780,248,56,7650,29640,2023-10-03T18:22:30.000+01:00,2023-10-04T07:22:27.000+01:00,69.58,62.0,22,-0.23,-0.21,16.25,53,79,100,1,1,44,367,2596,7771,6666,27840,42480,14400,1680,0,0,1.3125,0,70,35,69,79,47,97,100,86,82
2023-10-05,70,72,89,24,65,75,54,100,22590,29220,6630,5250,16380,960,175,77,1890,14370,2023-10-04T22:44:32.000+01:00,2023-10-05T06:51:32.000+01:00,72.23,68.0,18,-0.29,-0.17,16.875,67,82,100,25,40,65,414,2660,8913,7360,30180,32340,11640,3120,0,9120,1.375,0,65,60,62,84,40,95,49,78,100
2023-10-06,75,69,32,95,86,73,94,88,21960,25620,3660,1950,16200,3810,212,86,990,12330,2023-10-05T23:57:03.000+01:00,2023-10-06T07:04:03.000+01:00,65.91,62.0,34,-1.46,-0.67,16.75,66,74,95,25,40,70,275,2492,5810,4805,33540,40440,10800,1620,0,0,1.28125,1,76,73,67,72,32,57,100,95,89
2023-10-07,74,94,95,74,51,58,1,100,27690,38844,11154,5850,18990,2850,137,71,6300,21030,2023-10-06T21:03:02.000+01:00,2023-10-07T07:50:26.000+01:00,74.17,67.0,13,0.62,-0.32,16.25,76,97,100,43,71,83,458,2655,8327,8196,20220,49560,13980,2520,120,0,1.34375,0,63,70,76,84,32,54,59,66,74
2023-10-08,64,100,97,3,25,40,1,100,32640,54000,21360,6930,25590,120,283,60,6870,32670,2023-10-07T17:52:57.000+01:00,2023-10-08T08:52:57.000+01:00,72.41,63.0,25,0.15,0.08,17.125,73,97,100,43,71,78,324,2537,6221,5939,19500,41820,13860,780,60,10380,1.28125,0,77,45,82,87,24,93,100,96,100
2023-10-09,62,75,61,74,39,49,15,93,21630,31156,9526,3600,15480,2550,164,69,3300,14490,2023-10-08T22:22:59.000+01:00,2023-10-09T07:02:15.000+01:00,72.79,68.0,14,-0.04,0.23,16.75,63,63,95,43,71,65,185,2410,3823,3125,36600,39300,10260,240,0,0,1.25,1,63,40,72,85,21,100,50,73,100
2023-10-10,84,92,95,96,69,66,70,92,27210,34500,7290,5940,17100,4170,244,79,1560,16710,2023-10-09T22:35:01.000+01:00,2023-10-10T08:10:01.000+01:00,70.77,66.0,22,0.46,0.26,17.125,74,89,100,43,71,57,283,2487,5500,5003,25500,42780,12660,960,0,4500,1.25,0,78,95,94,86,26,67,71,90,98
2023-10-11,77,91,50,87,72,78,27,100,26820,33660,6840,3000,20490,3330,153,80,2520,16950,2023-10-10T21:35:29.000+01:00,2023-10-11T06:56:29.000+01:00,77.28,69.0,19,0.83,0.58,17.0,71,77,100,43,71,48,158,2387,3301,2591,31980,30540,7500,600,0,15780,1.21875,0,52,77,86,88,26,37,41,79,24
2023-10-12,53,60,65,41,48,52,27,60,19770,28375,8605,3900,14250,1620,83,70,2520,12750,2023-10-12T00:46:01.000+01:00,2023-10-12T08:38:56.000+01:00,68.28,65.0,24,0.03,0.5,17.0,59,58,95,25,40,35,103,2280,2127,1728,41340,38760,6240,60,0,0,1.15625,1,68,17,77,80,31,100,83,87,100
2023-10-13,83,83,93,95,69,72,75,100,24990,31680,6690,5490,15450,4050,164,79,390,14250,2023-10-12T22:25:01.000+01:00,2023-10-13T07:13:01.000+01:00,69.87,66.0,15,-0.15,0.18,16.625,52,41,60,25,40,29,163,2411,3075,2786,49260,28140,8640,360,0,0,1.25,3,79,93,88,85,40,100,73,72,100
2023-10-14,63,53,54,89,93,74,67,30,18090,20340,2250,3240,11430,3420,87,89,180,9840,2023-10-14T02:35:00.000+01:00,2023-10-14T08:14:00.000+01:00,65.5,62.0,16,-0.43,-0.14,16.625,52,83,100,1,1,30,256,2459,4755,4378,29820,44100,11580,840,60,0,1.25,0,71,42,67,74,45,91,100,82,87
2023-10-15,77,96,96,44,39,62,62,100,28980,43615,14635,6180,21060,1740,181,66,1710,25260,2023-10-14T19:55:04.000+01:00,2023-10-15T08:01:59.000+01:00,75.07,70.0,18,-0.03,-0.14,17.375,52,86,100,1,1,27,210,2425,4338,3550,27540,43080,10680,300,0,4800,1.21875,0,71,78,85,89,45,100,31,78,100
2023-10-16,84,96,96,68,65,62,81,98,28470,36840,8370,6090,19770,2610,132,77,480,16530,2023-10-15T22:27:02.000+01:00,2023-10-16T08:41:02.000+01:00,73.77,67.0,14,0.48,0.16,16.5,48,66,95,1,1,27,190,2405,3598,3185,36600,38760,10680,360,0,0,1.21875,1,69,95,72,89,46,66,63,64,70
2023-10-17,76,77,96,43,79,76,62,100,23730,28567,4837,6480,15600,1650,281,83,1740,13980,2023-10-16T22:28:00.000+01:00,2023-10-17T06:24:07.000+01:00,69.35,64.0,21,-0.5,0.06,16.125,46,60,78,1,1,31,256,2507,5551,4472,40980,33540,10800,1080,0,0,1.28125,2,75,75,72,86,48,88,94,77,66
2023-10-18,78,96,97,78,51,79,1,100,28290,39895,11605,7110,18210,2970,141,71,6630,22950,2023-10-17T19:57:04.000+01:00,2023-10-18T07:01:59.000+01:00,71.25,65.0,17,0.34,0.1,16.375,49,63,100,1,1,30,172,2383,3373,2819,36420,39240,10380,360,0,0,1.21875,0,74,80,86,77,47,78,84,60,82
2023-10-19,21,2,1,1,1,99,22,27,720,3690,2970,0,720,0,15,20,2760,3150,2023-10-18T20:43:00.000+01:00,2023-10-18T21:44:30.000+01:00,None,None,None,None,0.06,17.5,48,64,95,1,1,29,135,2362,2713,2050,37020,37140,7680,480,0,4080,1.21875,1,62,0,40,87,50,0,0,67,0
2023-10-20,58,54,63,47,55,67,37,89,18390,25200,6810,3750,12810,1830,106,73,2280,12150,2023-10-19T23:58:02.000+01:00,2023-10-20T06:58:02.000+01:00,74.9,71.0,14,0.03,0.26,16.125,48,66,95,1,1,27,137,2349,2746,2161,37020,41340,7740,300,0,0,1.1875,1,56,30,74,85,54,100,24,57,68
2023-10-21,80,96,84,33,60,72,81,100,29070,38700,9630,4950,22830,1290,186,75,510,22170,2023-10-20T19:54:59.000+01:00,2023-10-21T06:39:59.000+01:00,74.95,65.0,19,-0.85,-0.3,16.625,50,74,100,1,1,29,225,2424,4818,3808,33660,41160,10800,720,60,0,1.21875,0,76,85,92,88,57,76,85,69,48
2023-10-22,57,60,97,1,86,65,59,22,19740,22872,3132,6660,13080,0,126,86,30,11010,2023-10-22T02:36:13.000+01:00,2023-10-22T08:57:25.000+01:00,69.97,66.0,22,0.5,-0.05,16.375,62,93,100,25,1,45,446,2671,8128,7927,24540,44100,15480,2160,120,0,1.34375,0,63,28,61,85,56,64,75,67,68
2023-10-24,88,96,100,95,69,84,75,77,28800,36660,7860,8820,16140,3840,238,79,1410,17520,2023-10-23T22:52:57.000+01:00,2023-10-24T09:03:57.000+01:00,69.94,66.0,17,0.21,0.45,16.0,67,75,100,25,40,66,398,2611,5531,6503,32460,42360,8820,2580,180,0,1.3125,0,77,100,76,80,47,88,75,68,100
2023-10-25,79,86,90,81,81,74,37,92,25680,30420,4740,5340,17220,3120,242,84,2280,15510,2023-10-24T22:56:02.000+01:00,2023-10-25T07:23:02.000+01:00,73.97,67.0,18,-0.44,0.0,16.375,68,84,100,25,40,65,270,2449,5350,4835,28380,45720,11520,780,0,0,1.25,0,66,82,70,76,40,90,65,71,43
2023-10-26,62,89,95,22,24,51,1,90,26580,45295,18715,5820,19860,900,185,59,7650,27660,2023-10-25T19:37:04.000+01:00,2023-10-26T08:11:59.000+01:00,73.3,65.0,18,0.06,-0.02,16.375,65,78,100,25,40,61,204,2380,4047,3594,32100,45180,8280,840,0,0,1.1875,0,68,39,81,89,38,100,86,70,70
2023-10-27,22,1,1,4,1,99,59,1,480,1950,1470,0,360,120,16,25,0,1320,2023-10-26T18:33:01.000+01:00,2023-10-26T19:05:31.000+01:00,None,None,None,None,-0.1,17.125,63,72,95,25,40,51,143,2346,2711,2359,34020,34920,7440,240,0,9780,1.21875,1,59,0,33,88,39,0,0,71,0
2023-10-28,52,79,97,18,13,38,4,54,24180,52800,28620,6900,16560,720,183,46,4080,31170,2023-10-27T19:50:31.000+01:00,2023-10-28T10:30:31.000+01:00,71.4,65.0,20,0.34,0.37,16.125,66,88,100,25,40,47,291,2489,5380,5146,24000,48480,13080,780,60,0,1.25,0,68,15,81,81,42,77,86,75,100
2023-10-29,75,96,100,19,62,54,70,76,28380,37173,8793,9480,18120,780,238,76,240,20850,2023-10-28T21:59:44.000+01:00,2023-10-29T07:19:17.000+00:00,70.06,66.0,17,0.32,0.43,16.375,60,93,100,1,40,45,269,2442,5105,4577,24660,48720,11760,1200,60,0,1.21875,0,77,73,90,92,40,79,76,69,100
2023-10-30,80,88,88,16,83,82,83,100,26190,30720,4530,5220,20310,660,159,85,570,14940,2023-10-29T22:34:31.000+00:00,2023-10-30T07:06:31.000+00:00,71.69,65.0,23,-0.09,0.24,17.125,58,93,100,1,40,38,110,2270,2441,1763,23520,44880,6660,240,0,11100,1.15625,0,77,85,82,92,40,100,86,85,58
2023-10-31,80,92,98,41,86,74,40,100,27180,31515,4335,7830,17730,1620,183,86,2190,16170,2023-10-30T22:27:35.000+00:00,2023-10-31T07:12:50.000+00:00,69.9,66.0,23,-0.08,0.08,16.875,50,64,100,1,1,33,182,2390,3739,2900,38760,37320,9780,540,0,0,1.21875,0,79,85,89,90,43,100,76,82,85
2023-11-01,61,74,54,24,60,45,62,79,22980,30781,7801,3210,18810,960,154,75,90,17490,2023-10-31T22:49:30.000+00:00,2023-11-01T07:22:31.000+00:00,72.31,66.0,19,0.19,0.11,16.375,53,89,95,1,1,32,190,2385,3991,3135,27900,42060,10080,540,0,5820,1.21875,1,67,38,81,83,47,89,76,82,52
2023-11-02,80,89,97,58,88,58,62,100,26430,30527,4097,6900,17280,2250,200,87,60,14100,2023-11-01T22:43:40.000+00:00,2023-11-02T07:12:27.000+00:00,72.53,67.0,17,-0.36,0.0,17.125,52,73,100,1,1,42,306,2515,6447,5288,33600,40560,10620,1620,0,0,1.28125,0,79,85,91,88,48,93,66,85,87
2023-11-03,58,65,89,36,46,72,1,71,20970,30362,9392,5280,14280,1410,169,69,7590,18630,2023-11-02T22:46:30.000+00:00,2023-11-03T07:12:32.000+00:00,76.52,69.0,15,-0.16,-0.08,17.0,47,51,78,1,1,41,205,2456,4051,3538,42240,33240,10320,600,0,0,1.28125,2,60,30,76,81,45,99,48,82,38
2023-11-04,54,76,57,70,27,36,1,66,23490,38215,14725,3420,17370,2700,222,61,7650,20430,2023-11-03T22:26:35.000+00:00,2023-11-04T09:03:30.000+00:00,76.88,71.0,19,0.23,0.04,17.0,60,71,100,25,1,57,469,2787,9603,8321,34740,31500,17520,2640,0,0,1.4375,0,63,20,82,77,47,86,29,86,94
2023-11-05,45,65,79,30,21,44,1,26,21000,37887,16887,4680,15120,1200,124,55,7650,20340,2023-11-04T23:46:33.000+00:00,2023-11-05T10:18:00.000+00:00,78.34,73.0,20,0.27,0.25,16.5,57,58,95,25,1,53,107,2335,2079,1886,12360,23280,4320,420,60,45960,1.21875,1,63,None,71,71,36,83,10,80,100
2021-12-08,34,2,2,10,8,89,81,94,,,,,,,,,,,,,,,,None,-0.36,,66,52,78,43,40,70,244,2559,5155,3677,42780,28680,12600,1020,0,1320,1.34375,2,49,None,49,83,78,None,1,85,1
2020-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,94,100,100,78,100,100,269,2455,6163,4778,18180,27540,6480,2460,60,31680,1.1875,0,,,,,,,,,
2020-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,77,86,95,25,96,95,655,2920,13983,11518,28380,33360,15780,5700,60,3120,1.53125,1,,,,,,,,,
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,67,61,100,25,40,86,220,2544,4643,3470,40020,15960,14700,120,0,15600,1.375,0,,,,,,,,,
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,95,25,71,52,159,2401,3289,2631,35520,25140,9240,180,0,16320,1.28125,1,,,,,,,,,
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,86,49,100,78,96,97,173,2422,3671,2920,45420,17760,10200,360,0,12660,1.3125,0,,,,,,,,,
2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,86,97,100,60,100,98,310,2504,6820,5570,21120,30720,8160,3000,0,23400,1.3125,0,,,,,,,,,
2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,86,100,100,60,71,91,390,2680,8434,6981,30960,10080,15540,2160,0,27660,1.4375,0,,,,,,,,,
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,97,99,100,95,96,98,174,2305,3394,2956,17580,53880,8940,480,0,5520,1.15625,0,,,,,,,,,
2021-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,62,97,100,25,1,43,252,2386,5364,4421,19080,51780,7980,1620,0,5940,1.21875,0,,,,,,,,,
2022-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,81,100,100,25,96,99,1186,3432,4039,21152,14640,42840,7980,14160,60,6720,1.75,0,,,,,,,,,
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,94,65,95,100,96,100,272,2488,6053,4669,37980,29400,8940,1860,0,8220,1.28125,1,,,,,,,,,
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,82,54,95,60,96,97,150,2428,3064,2364,42240,18420,8160,420,0,17160,1.28125,1,,,,,,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,75,100,100,25,40,95,710,2848,408,10576,3420,20340,1200,60,3900,57480,1.53125,0,,,,,,,,,
2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,69,100,100,25,40,55,32,2157,656,527,7500,20340,2040,60,0,56460,1.15625,0,,,,,,,,,
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,95,78,100,98,114,2349,2520,1564,25560,17340,7080,300,0,36120,1.25,1,,,,,,,,,
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,71,100,100,25,40,69,2,2106,60,26,480,19320,120,0,0,66480,1.125,0,,,,,,,,,
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,98,100,100,95,96,97,4,2124,86,63,3720,13020,300,0,0,69360,1.15625,0,,,,,,,,,
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,82,88,95,43,96,96,442,2635,7864,7403,25560,29880,9180,1740,1140,18900,1.40625,1,,,,,,,,,
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,50,100,95,1,1,1,75,2233,1630,1237,11820,20580,5100,0,0,48900,1.1875,1,,,,,,,,,
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,57,100,95,25,1,10,105,2280,2152,1813,15000,16980,4920,420,0,49080,1.21875,1,,,,,,,,,
2022-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,79,100,100,25,96,96,45,2130,746,785,5460,30600,1860,360,0,48120,1.125,0,,,,,,,,,
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,70,58,100,95,96,97,390,2755,8656,6681,36300,2700,16080,2040,0,29280,1.5,0,,,,,,,,,
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,73,84,78,78,71,96,162,2365,3607,2786,29880,20460,5580,1080,0,29400,1.25,2,,,,,,,,,
